team_1,team_2,winner,margin,ground,ground_url,match_date,scorecard,scorecard_url
Pakistan,South Africa,Pakistan,1 wicket,Abu Dhabi,http://stats.espncricinfo.com/ci/content/ground/59396.html,2010-10-31,ODI # 3063,http://stats.espncricinfo.com/ci/engine/match/461567.html
Pakistan,South Africa,South Africa,2 runs,Dubai (DSC),http://stats.espncricinfo.com/ci/content/ground/392627.html,2010-11-02,ODI # 3064,http://stats.espncricinfo.com/ci/engine/match/461568.html
Australia,Sri Lanka,Sri Lanka,1 wicket,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,2010-11-03,ODI # 3065,http://stats.espncricinfo.com/ci/engine/match/446957.html
Australia,Sri Lanka,Sri Lanka,29 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,2010-11-05,ODI # 3066,http://stats.espncricinfo.com/ci/engine/match/446958.html
Pakistan,South Africa,Pakistan,1 wicket,Dubai (DSC),http://stats.espncricinfo.com/ci/content/ground/392627.html,2010-11-05,ODI # 3067,http://stats.espncricinfo.com/ci/engine/match/461569.html
Australia,Sri Lanka,Australia,8 wickets,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,2010-11-07,ODI # 3068,http://stats.espncricinfo.com/ci/engine/match/446959.html
Pakistan,South Africa,South Africa,57 runs,Dubai (DSC),http://stats.espncricinfo.com/ci/content/ground/392627.html,2010-11-08,ODI # 3069,http://stats.espncricinfo.com/ci/engine/match/461570.html
India,New Zealand,India,40 runs,Guwahati,http://stats.espncricinfo.com/ci/content/ground/58114.html,2010-11-28,ODI # 3070,http://stats.espncricinfo.com/ci/engine/match/467883.html
Bangladesh,Zimbabwe,Zimbabwe,9 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2010-12-01,ODI # 3071,http://stats.espncricinfo.com/ci/engine/match/486520.html
India,New Zealand,India,8 wickets,Jaipur,http://stats.espncricinfo.com/ci/content/ground/58162.html,2010-12-01,ODI # 3072,http://stats.espncricinfo.com/ci/engine/match/467884.html
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2010-12-03,ODI # 3073,http://stats.espncricinfo.com/ci/engine/match/486522.html
India,New Zealand,India,9 wickets,Vadodara,http://stats.espncricinfo.com/ci/content/ground/58516.html,2010-12-04,ODI # 3074,http://stats.espncricinfo.com/ci/engine/match/467885.html
Bangladesh,Zimbabwe,Bangladesh,65 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2010-12-06,ODI # 3075,http://stats.espncricinfo.com/ci/engine/match/486523.html
India,New Zealand,India,5 wickets,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,2010-12-07,ODI # 3076,http://stats.espncricinfo.com/ci/engine/match/467886.html
India,New Zealand,India,8 wickets,Chennai,http://stats.espncricinfo.com/ci/content/ground/58008.html,2010-12-10,ODI # 3077,http://stats.espncricinfo.com/ci/engine/match/467887.html
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram,http://stats.espncricinfo.com/ci/content/ground/56658.html,2010-12-12,ODI # 3078,http://stats.espncricinfo.com/ci/engine/match/486526.html
South Africa,India,South Africa,135 runs,Durban,http://stats.espncricinfo.com/ci/content/ground/59089.html,2011-01-12,ODI # 3079,http://stats.espncricinfo.com/ci/engine/match/463150.html
South Africa,India,India,1 run,Johannesburg,http://stats.espncricinfo.com/ci/content/ground/59120.html,2011-01-15,ODI # 3080,http://stats.espncricinfo.com/ci/engine/match/463151.html
Australia,England,Australia,6 wickets,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,2011-01-16,ODI # 3081,http://stats.espncricinfo.com/ci/engine/match/446962.html
South Africa,India,India,2 wickets,Cape Town,http://stats.espncricinfo.com/ci/content/ground/59068.html,2011-01-18,ODI # 3082,http://stats.espncricinfo.com/ci/engine/match/463152.html
Australia,England,Australia,46 runs,Hobart,http://stats.espncricinfo.com/ci/content/ground/56407.html,2011-01-21,ODI # 3083,http://stats.espncricinfo.com/ci/engine/match/446963.html
South Africa,India,South Africa,48 runs,Port Elizabeth,http://stats.espncricinfo.com/ci/content/ground/59159.html,2011-01-21,ODI # 3084,http://stats.espncricinfo.com/ci/engine/match/463153.html
New Zealand,Pakistan,New Zealand,9 wickets,Wellington,http://stats.espncricinfo.com/ci/content/ground/58899.html,2011-01-22,ODI # 3085,http://stats.espncricinfo.com/ci/engine/match/473923.html
Australia,England,Australia,4 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,2011-01-23,ODI # 3086,http://stats.espncricinfo.com/ci/engine/match/446964.html
South Africa,India,South Africa,33 runs,Centurion,http://stats.espncricinfo.com/ci/content/ground/59079.html,2011-01-23,ODI # 3087,http://stats.espncricinfo.com/ci/engine/match/463154.html
Australia,England,England,21 runs,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,2011-01-26,ODI # 3089,http://stats.espncricinfo.com/ci/engine/match/446965.html
New Zealand,Pakistan,Pakistan,43 runs,Christchurch,http://stats.espncricinfo.com/ci/content/ground/58812.html,2011-01-29,ODI # 3090,http://stats.espncricinfo.com/ci/engine/match/473925.html
Australia,England,Australia,51 runs,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,2011-01-30,ODI # 3091,http://stats.espncricinfo.com/ci/engine/match/446966.html
New Zealand,Pakistan,Pakistan,2 wickets,Napier,http://stats.espncricinfo.com/ci/content/ground/58857.html,2011-02-01,ODI # 3093,http://stats.espncricinfo.com/ci/engine/match/473926.html
Australia,England,Australia,2 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,2011-02-02,ODI # 3094,http://stats.espncricinfo.com/ci/engine/match/446967.html
New Zealand,Pakistan,Pakistan,41 runs,Hamilton,http://stats.espncricinfo.com/ci/content/ground/58831.html,2011-02-03,ODI # 3095,http://stats.espncricinfo.com/ci/engine/match/473927.html
Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (SSC),http://stats.espncricinfo.com/ci/content/ground/59308.html,2011-02-03,ODI # 3096,http://stats.espncricinfo.com/ci/engine/match/464991.html
New Zealand,Pakistan,New Zealand,57 runs,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,2011-02-05,ODI # 3097,http://stats.espncricinfo.com/ci/engine/match/473928.html
Australia,England,Australia,57 runs,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,2011-02-06,ODI # 3098,http://stats.espncricinfo.com/ci/engine/match/446968.html
Sri Lanka,West Indies,Sri Lanka,26 runs,Colombo (SSC),http://stats.espncricinfo.com/ci/content/ground/59308.html,2011-02-06,ODI # 3099,http://stats.espncricinfo.com/ci/engine/match/464992.html
Bangladesh,India,India,87 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-02-19,ODI # 3100,http://stats.espncricinfo.com/ci/engine/match/433558.html
Kenya,New Zealand,New Zealand,10 wickets,Chennai,http://stats.espncricinfo.com/ci/content/ground/58008.html,2011-02-20,ODI # 3101,http://stats.espncricinfo.com/ci/engine/match/433559.html
Sri Lanka,Canada,Sri Lanka,210 runs,Hambantota,http://stats.espncricinfo.com/ci/content/ground/434210.html,2011-02-20,ODI # 3102,http://stats.espncricinfo.com/ci/engine/match/433560.html
Australia,Zimbabwe,Australia,91 runs,Ahmedabad,http://stats.espncricinfo.com/ci/content/ground/57851.html,2011-02-21,ODI # 3103,http://stats.espncricinfo.com/ci/engine/match/433561.html
England,Netherlands,England,6 wickets,Nagpur,http://stats.espncricinfo.com/ci/content/ground/375326.html,2011-02-22,ODI # 3104,http://stats.espncricinfo.com/ci/engine/match/433562.html
Kenya,Pakistan,Pakistan,205 runs,Hambantota,http://stats.espncricinfo.com/ci/content/ground/434210.html,2011-02-23,ODI # 3105,http://stats.espncricinfo.com/ci/engine/match/433563.html
South Africa,West Indies,South Africa,7 wickets,Delhi,http://stats.espncricinfo.com/ci/content/ground/58040.html,2011-02-24,ODI # 3106,http://stats.espncricinfo.com/ci/engine/match/433564.html
Australia,New Zealand,Australia,7 wickets,Nagpur,http://stats.espncricinfo.com/ci/content/ground/375326.html,2011-02-25,ODI # 3107,http://stats.espncricinfo.com/ci/engine/match/433565.html
Bangladesh,Ireland,Bangladesh,27 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-02-25,ODI # 3108,http://stats.espncricinfo.com/ci/engine/match/433566.html
Sri Lanka,Pakistan,Pakistan,11 runs,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,2011-02-26,ODI # 3109,http://stats.espncricinfo.com/ci/engine/match/433567.html
India,England,tied,,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,2011-02-27,ODI # 3110,http://stats.espncricinfo.com/ci/engine/match/433568.html
Canada,Zimbabwe,Zimbabwe,175 runs,Nagpur,http://stats.espncricinfo.com/ci/content/ground/375326.html,2011-02-28,ODI # 3111,http://stats.espncricinfo.com/ci/engine/match/433570.html
Netherlands,West Indies,West Indies,215 runs,Delhi,http://stats.espncricinfo.com/ci/content/ground/58040.html,2011-02-28,ODI # 3112,http://stats.espncricinfo.com/ci/engine/match/433569.html
Sri Lanka,Kenya,Sri Lanka,9 wickets,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,2011-03-01,ODI # 3113,http://stats.espncricinfo.com/ci/engine/match/433571.html
England,Ireland,Ireland,3 wickets,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,2011-03-02,ODI # 3114,http://stats.espncricinfo.com/ci/engine/match/433572.html
Netherlands,South Africa,South Africa,231 runs,Mohali,http://stats.espncricinfo.com/ci/content/ground/57991.html,2011-03-03,ODI # 3115,http://stats.espncricinfo.com/ci/engine/match/433573.html
Canada,Pakistan,Pakistan,46 runs,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,2011-03-03,ODI # 3116,http://stats.espncricinfo.com/ci/engine/match/433574.html
New Zealand,Zimbabwe,New Zealand,10 wickets,Ahmedabad,http://stats.espncricinfo.com/ci/content/ground/57851.html,2011-03-04,ODI # 3117,http://stats.espncricinfo.com/ci/engine/match/433575.html
Bangladesh,West Indies,West Indies,9 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-03-04,ODI # 3118,http://stats.espncricinfo.com/ci/engine/match/433576.html
England,South Africa,England,6 runs,Chennai,http://stats.espncricinfo.com/ci/content/ground/58008.html,2011-03-06,ODI # 3120,http://stats.espncricinfo.com/ci/engine/match/433579.html
India,Ireland,India,5 wickets,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,2011-03-06,ODI # 3121,http://stats.espncricinfo.com/ci/engine/match/433578.html
Canada,Kenya,Canada,5 wickets,Delhi,http://stats.espncricinfo.com/ci/content/ground/58040.html,2011-03-07,ODI # 3122,http://stats.espncricinfo.com/ci/engine/match/433580.html
New Zealand,Pakistan,New Zealand,110 runs,Pallekele,http://stats.espncricinfo.com/ci/content/ground/434211.html,2011-03-08,ODI # 3123,http://stats.espncricinfo.com/ci/engine/match/433581.html
India,Netherlands,India,5 wickets,Delhi,http://stats.espncricinfo.com/ci/content/ground/58040.html,2011-03-09,ODI # 3124,http://stats.espncricinfo.com/ci/engine/match/433582.html
Sri Lanka,Zimbabwe,Sri Lanka,139 runs,Pallekele,http://stats.espncricinfo.com/ci/content/ground/434211.html,2011-03-10,ODI # 3125,http://stats.espncricinfo.com/ci/engine/match/433583.html
Ireland,West Indies,West Indies,44 runs,Mohali,http://stats.espncricinfo.com/ci/content/ground/57991.html,2011-03-11,ODI # 3126,http://stats.espncricinfo.com/ci/engine/match/433584.html
Bangladesh,England,Bangladesh,2 wickets,Chattogram,http://stats.espncricinfo.com/ci/content/ground/56658.html,2011-03-11,ODI # 3127,http://stats.espncricinfo.com/ci/engine/match/433585.html
India,South Africa,South Africa,3 wickets,Nagpur,http://stats.espncricinfo.com/ci/content/ground/375326.html,2011-03-12,ODI # 3128,http://stats.espncricinfo.com/ci/engine/match/433586.html
Canada,New Zealand,New Zealand,97 runs,Mumbai,http://stats.espncricinfo.com/ci/content/ground/58324.html,2011-03-13,ODI # 3129,http://stats.espncricinfo.com/ci/engine/match/433587.html
Australia,Kenya,Australia,60 runs,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,2011-03-13,ODI # 3130,http://stats.espncricinfo.com/ci/engine/match/433588.html
Bangladesh,Netherlands,Bangladesh,6 wickets,Chattogram,http://stats.espncricinfo.com/ci/content/ground/56658.html,2011-03-14,ODI # 3131,http://stats.espncricinfo.com/ci/engine/match/433590.html
Pakistan,Zimbabwe,Pakistan,7 wickets,Pallekele,http://stats.espncricinfo.com/ci/content/ground/434211.html,2011-03-14,ODI # 3132,http://stats.espncricinfo.com/ci/engine/match/433589.html
Ireland,South Africa,South Africa,131 runs,Kolkata,http://stats.espncricinfo.com/ci/content/ground/57980.html,2011-03-15,ODI # 3133,http://stats.espncricinfo.com/ci/engine/match/433591.html
Australia,Canada,Australia,7 wickets,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,2011-03-16,ODI # 3134,http://stats.espncricinfo.com/ci/engine/match/433592.html
England,West Indies,England,18 runs,Chennai,http://stats.espncricinfo.com/ci/content/ground/58008.html,2011-03-17,ODI # 3135,http://stats.espncricinfo.com/ci/engine/match/433593.html
Ireland,Netherlands,Ireland,6 wickets,Kolkata,http://stats.espncricinfo.com/ci/content/ground/57980.html,2011-03-18,ODI # 3136,http://stats.espncricinfo.com/ci/engine/match/433595.html
New Zealand,Sri Lanka,Sri Lanka,112 runs,Mumbai,http://stats.espncricinfo.com/ci/content/ground/58324.html,2011-03-18,ODI # 3137,http://stats.espncricinfo.com/ci/engine/match/433594.html
Bangladesh,South Africa,South Africa,206 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-03-19,ODI # 3138,http://stats.espncricinfo.com/ci/engine/match/433597.html
Australia,Pakistan,Pakistan,4 wickets,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,2011-03-19,ODI # 3139,http://stats.espncricinfo.com/ci/engine/match/433596.html
Kenya,Zimbabwe,Zimbabwe,161 runs,Kolkata,http://stats.espncricinfo.com/ci/content/ground/57980.html,2011-03-20,ODI # 3140,http://stats.espncricinfo.com/ci/engine/match/433598.html
India,West Indies,India,80 runs,Chennai,http://stats.espncricinfo.com/ci/content/ground/58008.html,2011-03-20,ODI # 3141,http://stats.espncricinfo.com/ci/engine/match/433599.html
Pakistan,West Indies,Pakistan,10 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-03-23,ODI # 3142,http://stats.espncricinfo.com/ci/engine/match/433600.html
India,Australia,India,5 wickets,Ahmedabad,http://stats.espncricinfo.com/ci/content/ground/57851.html,2011-03-24,ODI # 3143,http://stats.espncricinfo.com/ci/engine/match/433601.html
New Zealand,South Africa,New Zealand,49 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-03-25,ODI # 3144,http://stats.espncricinfo.com/ci/engine/match/433602.html
Sri Lanka,England,Sri Lanka,10 wickets,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,2011-03-26,ODI # 3145,http://stats.espncricinfo.com/ci/engine/match/433603.html
Sri Lanka,New Zealand,Sri Lanka,5 wickets,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,2011-03-29,ODI # 3146,http://stats.espncricinfo.com/ci/engine/match/433604.html
India,Pakistan,India,29 runs,Mohali,http://stats.espncricinfo.com/ci/content/ground/57991.html,2011-03-30,ODI # 3147,http://stats.espncricinfo.com/ci/engine/match/433605.html
India,Sri Lanka,India,6 wickets,Mumbai,http://stats.espncricinfo.com/ci/content/ground/58324.html,2011-04-02,ODI # 3148,http://stats.espncricinfo.com/ci/engine/match/433606.html
Bangladesh,Australia,Australia,60 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-04-09,ODI # 3149,http://stats.espncricinfo.com/ci/engine/match/503363.html
Bangladesh,Australia,Australia,9 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-04-11,ODI # 3150,http://stats.espncricinfo.com/ci/engine/match/503364.html
Bangladesh,Australia,Australia,66 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/236761.html,2011-04-13,ODI # 3151,http://stats.espncricinfo.com/ci/engine/match/503365.html
West Indies,Pakistan,Pakistan,8 wickets,Gros Islet,http://stats.espncricinfo.com/ci/content/ground/59518.html,2011-04-23,ODI # 3152,http://stats.espncricinfo.com/ci/engine/match/489213.html
West Indies,Pakistan,Pakistan,7 wickets,Gros Islet,http://stats.espncricinfo.com/ci/content/ground/59518.html,2011-04-25,ODI # 3153,http://stats.espncricinfo.com/ci/engine/match/489214.html
West Indies,Pakistan,Pakistan,3 wickets,Bridgetown,http://stats.espncricinfo.com/ci/content/ground/59429.html,2011-04-28,ODI # 3154,http://stats.espncricinfo.com/ci/engine/match/489215.html
West Indies,Pakistan,West Indies,1 run,Bridgetown,http://stats.espncricinfo.com/ci/content/ground/59429.html,2011-05-02,ODI # 3155,http://stats.espncricinfo.com/ci/engine/match/489216.html
West Indies,Pakistan,West Indies,10 wickets,Providence,http://stats.espncricinfo.com/ci/content/ground/208544.html,2011-05-05,ODI # 3156,http://stats.espncricinfo.com/ci/engine/match/489217.html
Ireland,Pakistan,Pakistan,7 wickets,Belfast,http://stats.espncricinfo.com/ci/content/ground/58588.html,2011-05-28,ODI # 3157,http://stats.espncricinfo.com/ci/engine/match/507995.html
Ireland,Pakistan,Pakistan,5 wickets,Belfast,http://stats.espncricinfo.com/ci/content/ground/58588.html,2011-05-30,ODI # 3158,http://stats.espncricinfo.com/ci/engine/match/507996.html
West Indies,India,India,4 wickets,Port of Spain,http://stats.espncricinfo.com/ci/content/ground/59475.html,2011-06-06,ODI # 3159,http://stats.espncricinfo.com/ci/engine/match/489221.html
West Indies,India,India,7 wickets,Port of Spain,http://stats.espncricinfo.com/ci/content/ground/59475.html,2011-06-08,ODI # 3160,http://stats.espncricinfo.com/ci/engine/match/489222.html
West Indies,India,India,3 wickets,North Sound,http://stats.espncricinfo.com/ci/content/ground/208543.html,2011-06-11,ODI # 3161,http://stats.espncricinfo.com/ci/engine/match/489223.html
West Indies,India,West Indies,103 runs,North Sound,http://stats.espncricinfo.com/ci/content/ground/208543.html,2011-06-13,ODI # 3162,http://stats.espncricinfo.com/ci/engine/match/489224.html
West Indies,India,West Indies,7 wickets,Kingston,http://stats.espncricinfo.com/ci/content/ground/59458.html,2011-06-16,ODI # 3163,http://stats.espncricinfo.com/ci/engine/match/489225.html
Scotland,Netherlands,Scotland,15 runs,Aberdeen,http://stats.espncricinfo.com/ci/content/ground/59255.html,2011-06-28,ODI # 3164,http://stats.espncricinfo.com/ci/engine/match/504778.html
England,Sri Lanka,England,110 runs,The Oval,http://stats.espncricinfo.com/ci/content/ground/57127.html,2011-06-28,ODI # 3165,http://stats.espncricinfo.com/ci/engine/match/474467.html
Scotland,Netherlands,Scotland,5 wickets,Aberdeen,http://stats.espncricinfo.com/ci/content/ground/59255.html,2011-06-29,ODI # 3166,http://stats.espncricinfo.com/ci/engine/match/504779.html
England,Sri Lanka,Sri Lanka,69 runs,Leeds,http://stats.espncricinfo.com/ci/content/ground/57092.html,2011-07-01,ODI # 3167,http://stats.espncricinfo.com/ci/engine/match/474468.html
England,Sri Lanka,Sri Lanka,6 wickets,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,2011-07-03,ODI # 3168,http://stats.espncricinfo.com/ci/engine/match/474469.html
